baserent,balcony,noparkspaces,haskitchen,cellar,livingspace,petsallowed,condition,geo_krs,lift,norooms,floor,garden,energyefficiencyclass
1926.0,True,14.0,False,True,128.4,no,first_time_use,Bonn,True,4.0,5.0,True,A_PLUS
645.0,True,1.0,True,False,55.9,negotiable,first_time_use,Mainz_Bingen_Kreis,True,1.5,1.0,True,A_PLUS
1460.0,True,1.0,True,True,68.0,no,first_time_use,M?nchen,False,2.0,1.0,True,A_PLUS
1015.0,True,1.0,True,True,61.25,negotiable,first_time_use,Frankfurt_am_Main,True,2.0,3.0,False,A
1855.0,True,1.0,False,True,145.0,negotiable,first_time_use,Potsdam_Mittelmark_Kreis,True,5.0,2.0,True,A
760.0,True,1.0,False,True,67.72,negotiable,first_time_use,Dresden,True,2.0,3.0,False,A
1164.0,True,1.0,False,True,97.0,negotiable,first_time_use,Magdeburg,True,3.0,4.0,False,B
1534.0,True,1.0,False,True,82.92,negotiable,first_time_use,Berlin,True,4.0,2.0,False,A
1630.0,True,1.0,True,True,82.18,no,first_time_use,M?nchen,True,3.0,0.0,True,A_PLUS
1700.0,True,1.0,False,True,126.27,negotiable,first_time_use,M?lheim_an_der_Ruhr,False,4.0,1.0,False,B
820.0,True,1.0,False,True,78.22,negotiable,mint_condition,Wesel_Kreis,True,2.5,2.0,True,A_PLUS
770.0,False,1.0,True,True,68.0,negotiable,first_time_use_after_refurbishment,Pfaffenhofen_an_der_Ilm_Kreis,False,3.0,0.0,False,B
1000.0,True,2.0,True,True,92.25,no,first_time_use,Karlsruhe_Kreis,True,3.0,3.0,False,A_PLUS
1139.04,True,1.0,True,True,97.95,yes,first_time_use,Leipzig,True,4.0,1.0,False,C
1105.14,True,1.0,False,True,116.33,negotiable,first_time_use,Dortmund,True,3.0,1.0,False,A
1040.0,True,1.0,False,True,57.77,negotiable,first_time_use,M?nchen,True,2.0,2.0,False,B
945.0,True,1.0,False,True,90.31,no,first_time_use_after_refurbishment,Main_Kinzig_Kreis,True,3.0,3.0,False,B
815.47,True,1.0,True,True,70.91,negotiable,first_time_use,Potsdam,True,2.0,0.0,True,B
1570.0,True,2.0,True,True,94.91,negotiable,first_time_use,Ebersberg_Kreis,True,4.0,0.0,True,B
915.0,True,1.0,False,True,94.0,negotiable,first_time_use,Paderborn_Kreis,True,2.0,1.0,False,A_PLUS
1190.0,True,1.0,False,True,103.5,no,mint_condition,Ludwigsburg_Kreis,True,3.0,3.0,False,C
679.0,True,1.0,False,True,74.0,negotiable,first_time_use_after_refurbishment,Euskirchen_Kreis,False,2.0,0.0,False,A_PLUS
965.0,True,1.0,False,True,86.0,negotiable,first_time_use,Erlangen,False,3.0,1.0,False,A
1300.0,True,1.0,True,True,95.0,negotiable,first_time_use,Mannheim,True,3.0,3.0,False,B
1185.0,True,1.0,True,False,110.0,negotiable,first_time_use,Schwerin,True,4.0,2.0,False,A_PLUS
1703.7,True,1.0,True,True,126.2,yes,first_time_use,Dresden,True,4.0,4.0,False,C
2876.04,True,1.0,True,True,159.78,negotiable,first_time_use,Berlin,True,4.0,6.0,False,B
1050.0,True,1.0,False,True,108.0,negotiable,first_time_use,Bielefeld,True,3.0,2.0,False,A
700.0,True,1.0,False,True,71.55,no,first_time_use,G?tersloh_Kreis,True,2.0,1.0,False,A
560.0,True,2.0,False,True,80.0,no,mint_condition,Neckar_Odenwald_Kreis,False,2.0,1.0,True,A_PLUS
1199.0,True,1.0,True,True,100.0,negotiable,first_time_use,Hannover_Kreis,True,2.0,4.0,False,C
795.0,True,1.0,False,True,87.0,no,first_time_use,Enzkreis,False,4.0,2.0,False,A_PLUS
410.0,True,22.0,False,False,58.61,negotiable,first_time_use,Schaumburg_Kreis,True,2.0,3.0,True,A
790.0,True,1.0,True,True,84.0,no,mint_condition,Mainz_Bingen_Kreis,True,3.0,2.0,False,B
750.0,True,1.0,True,False,90.0,no,well_kept,G?ppingen_Kreis,True,2.5,2.0,False,F
2000.0,True,1.0,True,True,71.0,no,first_time_use,M?nchen,True,3.0,4.0,True,B
1200.0,False,2.0,False,False,110.0,negotiable,first_time_use_after_refurbishment,Warendorf_Kreis,False,4.0,1.0,False,A
922.3,True,1.0,True,True,75.3,yes,first_time_use,Leipzig,True,3.0,2.0,False,C
1490.0,True,1.0,True,True,101.09,no,first_time_use,Frankfurt_am_Main,True,3.0,6.0,False,A
1050.0,True,1.0,False,True,96.28,negotiable,first_time_use,Main_Kinzig_Kreis,True,3.0,3.0,False,B
1450.0,True,1.0,True,True,80.0,negotiable,first_time_use,Ludwigsburg_Kreis,True,2.5,3.0,True,A
2600.0,True,1.0,True,True,99.7,negotiable,first_time_use,M?nchen,False,3.0,1.0,False,A_PLUS
695.0,True,1.0,True,False,82.0,no,first_time_use_after_refurbishment,Celle_Kreis,False,3.0,2.0,True,D
650.0,True,1.0,True,True,54.24,no,first_time_use,Breisgau_Hochschwarzwald_Kreis,True,2.0,1.0,False,A_PLUS
1170.41,True,1.0,True,False,105.44,negotiable,first_time_use,Leipzig,True,4.0,1.0,True,D
1290.0,True,1.0,True,True,103.62,negotiable,first_time_use,Hannover,True,4.0,2.0,False,A
1053.0,True,2.0,False,True,108.0,no,first_time_use,Wuppertal,True,4.0,1.0,False,A
963.16,True,1.0,True,True,77.3,yes,first_time_use,Leipzig,True,3.0,3.0,False,C
1290.0,True,1.0,True,True,49.61,yes,first_time_use,M?nchen,True,2.0,7.0,True,B
1100.0,True,1.0,False,True,89.0,no,first_time_use,Remscheid,True,2.0,4.0,False,A_PLUS
990.0,True,1.0,True,False,71.36,negotiable,first_time_use,Frankfurt_am_Main,True,2.0,4.0,False,B
980.0,True,2.0,False,False,78.33,no,first_time_use,Ingolstadt,True,3.0,0.0,True,A_PLUS
1260.0,True,1.0,False,True,120.0,negotiable,first_time_use,Leipzig,True,4.0,1.0,False,C
940.0,True,1.0,True,False,104.06,no,first_time_use,Gifhorn_Kreis,True,2.0,1.0,False,B
1100.0,True,1.0,False,False,122.68,no,first_time_use,Main_Kinzig_Kreis,True,4.0,1.0,False,A
1024.0,True,2.0,False,True,89.0,no,first_time_use,Koblenz,True,3.0,0.0,True,B
1127.0,True,1.0,False,True,107.39,negotiable,first_time_use,Dortmund,True,3.0,1.0,False,A_PLUS
700.0,True,1.0,False,True,71.64,no,first_time_use,Warendorf_Kreis,True,2.0,1.0,False,A
915.0,True,1.0,False,True,72.0,negotiable,first_time_use,Potsdam_Mittelmark_Kreis,True,2.0,1.0,True,A
1300.0,True,1.0,False,False,124.15,no,first_time_use,Dresden,True,5.0,6.0,False,B
875.0,True,1.0,False,True,105.55,no,mint_condition,Paderborn_Kreis,True,4.0,1.0,False,A_PLUS
1100.0,True,1.0,False,True,118.0,no,first_time_use,Pfaffenhofen_an_der_Ilm_Kreis,False,3.0,0.0,True,A_PLUS
951.4,True,1.0,False,True,82.73,no,first_time_use,Mannheim,True,2.0,2.0,False,A_PLUS
888.51,True,1.0,True,False,66.06,yes,first_time_use,Dresden,True,2.0,5.0,False,C
1230.0,True,1.0,False,True,97.42,negotiable,first_time_use,G?ppingen_Kreis,True,4.0,1.0,True,A_PLUS
1162.0,True,1.0,False,True,105.0,negotiable,first_time_use,Ortenaukreis,True,4.0,2.0,False,B
850.0,True,1.0,True,True,78.43,no,mint_condition,Kelheim_Kreis,True,3.0,2.0,False,A
1700.0,True,1.0,True,True,98.18,no,first_time_use,K?ln,True,3.0,4.0,False,B
1140.0,True,2.0,False,True,100.32,no,first_time_use,Rems_Murr_Kreis,True,3.0,0.0,False,A
815.0,True,1.0,False,False,68.0,negotiable,first_time_use,Darmstadt_Dieburg_Kreis,False,2.0,1.0,False,A_PLUS
791.0,True,1.0,True,True,68.74,negotiable,first_time_use,Pinneberg_Kreis,True,2.0,2.0,True,B
650.0,True,1.0,False,True,93.0,no,first_time_use_after_refurbishment,Fulda_Kreis,False,4.0,2.0,True,D
680.0,True,1.0,True,True,54.58,negotiable,first_time_use,Mannheim,True,2.0,3.0,False,B
895.0,True,1.0,False,True,82.39,negotiable,first_time_use,S?dliche_Weinstra?e_Kreis,True,3.0,3.0,False,A
1572.86,True,1.0,True,False,122.88,yes,first_time_use,Dresden,True,5.0,3.0,False,C
547.86,True,1.0,True,True,42.47,yes,first_time_use,Leipzig,True,2.0,1.0,True,B
420.0,False,1.0,True,False,23.03,no,mint_condition,Marburg_Biedenkopf_Kreis,True,1.0,3.0,False,A
590.0,True,1.0,False,True,67.57,no,first_time_use,Deggendorf_Kreis,True,3.0,1.0,False,A
1380.0,True,2.0,True,True,115.0,no,first_time_use,B?blingen_Kreis,True,4.0,2.0,False,A
1315.09,True,1.0,False,True,138.43,negotiable,first_time_use,Dortmund,True,4.0,2.0,False,A_PLUS
514.5,True,1.0,False,True,105.0,negotiable,first_time_use,Schwandorf_Kreis,False,4.0,0.0,False,B
1232.81,True,1.0,True,True,97.92,yes,first_time_use,Leipzig,True,4.0,1.0,False,B
1125.0,True,1.0,False,True,86.5,negotiable,first_time_use,D?sseldorf,True,3.0,2.0,False,B
930.0,True,1.0,False,True,97.23,no,first_time_use,G?tersloh_Kreis,True,3.0,1.0,False,A
735.0,True,1.0,False,True,70.0,negotiable,first_time_use,Rhein_Erft_Kreis,True,2.0,0.0,True,C
1245.0,True,1.0,True,True,93.63,negotiable,first_time_use,Mannheim,True,3.0,0.0,True,B
1050.0,True,1.0,False,True,52.25,no,first_time_use,M?nchen,True,2.0,0.0,True,A
895.0,True,1.0,False,True,85.36,no,first_time_use,Forchheim_Kreis,True,3.0,1.0,False,A
845.0,True,1.0,False,True,58.43,negotiable,first_time_use,D?sseldorf,True,2.0,4.0,False,B
1151.07,True,1.0,True,False,89.23,yes,first_time_use,Dresden,True,3.0,2.0,False,C
1020.0,True,1.0,True,True,91.93,no,first_time_use,Mainz,True,3.0,2.0,False,B
1100.0,True,2.0,False,True,118.0,negotiable,mint_condition,Bielefeld,True,4.0,0.0,True,A
1200.0,True,1.0,False,True,57.13,no,first_time_use,M?nchen,False,2.0,3.0,True,A_PLUS
1019.48,True,1.0,False,True,92.68,negotiable,first_time_use,Bottrop,True,2.5,4.0,False,B
1185.0,True,1.0,False,True,147.5,negotiable,first_time_use,Mayen_Koblenz_Kreis,True,3.5,3.0,False,B
950.0,True,1.0,False,True,60.02,negotiable,first_time_use,Freising_Kreis,True,2.0,1.0,False,A
1120.0,True,1.0,False,True,114.11,negotiable,first_time_use,Leipzig,True,4.0,0.0,False,B
300.0,False,1.0,True,True,21.0,negotiable,first_time_use,Dresden,True,1.0,1.0,True,B
960.0,True,1.0,False,True,110.59,no,mint_condition,G?tersloh_Kreis,True,4.0,0.0,True,A_PLUS
1110.0,True,2.0,False,True,119.0,negotiable,first_time_use,Westerwaldkreis,True,3.0,1.0,False,A
1593.0,True,1.0,True,True,131.67,negotiable,first_time_use,Hannover,True,4.0,1.0,False,A_PLUS
849.0,True,1.0,True,True,101.0,no,first_time_use,Bad_D?rkheim_Kreis,True,3.0,3.0,False,A_PLUS
766.0,True,1.0,False,True,95.0,no,first_time_use,Borken_Kreis,True,3.0,1.0,False,A_PLUS
965.0,True,1.0,False,True,76.0,no,first_time_use,Rheinisch_Bergischer_Kreis,False,2.0,1.0,False,A_PLUS
900.0,True,1.0,False,False,100.0,no,first_time_use,M?hldorf_am_Inn_Kreis,False,4.5,1.0,True,A
1230.0,True,1.0,False,True,77.1,negotiable,first_time_use,N?rnberg,True,2.0,2.0,False,D
1350.0,True,1.0,False,True,99.45,negotiable,first_time_use,M?nster,True,3.5,2.0,False,A_PLUS
1895.0,True,1.0,True,True,95.0,negotiable,first_time_use,Frankfurt_am_Main,True,4.0,0.0,True,A
801.54,True,1.0,True,True,65.7,yes,first_time_use,Leipzig,True,2.0,1.0,True,C
1300.0,True,1.0,False,False,105.19,no,first_time_use,F?rth,True,4.0,4.0,False,A
1490.0,True,1.0,False,True,70.0,yes,first_time_use,M?nchen,False,3.0,1.0,True,A_PLUS
1526.66,True,1.0,True,True,78.29,negotiable,first_time_use,Berlin,True,3.0,7.0,False,B
940.0,True,1.0,False,False,115.0,no,first_time_use,Merzig_Wadern_Kreis,False,3.0,1.0,False,A_PLUS
1205.0,True,1.0,False,True,110.54,negotiable,first_time_use,Dortmund,True,3.0,4.0,False,A_PLUS
990.0,False,1.0,True,True,33.0,no,mint_condition,M?nchen,True,1.0,2.0,True,A
750.0,True,1.0,True,False,90.0,yes,first_time_use_after_refurbishment,Birkenfeld_Kreis,False,3.0,1.0,False,D
1183.42,True,1.0,True,True,108.29,yes,first_time_use,Leipzig,True,4.0,4.0,True,A
900.49,True,1.0,True,False,79.04,negotiable,first_time_use,Stade_Kreis,True,2.0,0.0,True,A_PLUS
850.0,True,1.0,False,True,58.78,no,first_time_use,Ebersberg_Kreis,True,2.0,1.0,False,B
1455.21,True,1.0,True,False,137.44,negotiable,first_time_use,Leipzig,True,5.0,1.0,True,D
865.0,True,1.0,False,False,95.0,negotiable,first_time_use,Mayen_Koblenz_Kreis,False,2.0,-1.0,True,A_PLUS
1175.0,True,1.0,False,True,81.0,negotiable,mint_condition,Main_Taunus_Kreis,False,3.0,1.0,False,A
1365.0,True,1.0,True,True,65.0,no,mint_condition,M?nchen,True,2.0,1.0,False,A
1013.0,True,1.0,True,True,91.73,no,mint_condition,Heilbronn,True,4.0,4.0,False,A
1160.0,True,1.0,True,True,68.13,negotiable,first_time_use,Frankfurt_am_Main,True,2.0,6.0,False,A
740.0,True,1.0,False,True,82.23,no,first_time_use,Aachen,False,3.0,1.0,False,A
1050.0,True,1.0,False,True,75.0,no,first_time_use,Wiesbaden,False,3.0,0.0,False,A_PLUS
1370.0,True,2.0,False,True,115.0,no,first_time_use,Wetteraukreis,True,4.0,2.0,False,B
1915.0,True,2.0,True,False,159.02,negotiable,first_time_use,Bielefeld,True,3.0,2.0,False,A
969.05,True,1.0,True,True,75.12,yes,first_time_use,Dresden,True,3.0,4.0,False,B
1265.0,True,2.0,False,False,110.0,no,first_time_use,Wetteraukreis,True,3.0,3.0,False,A
1140.0,True,1.0,False,True,86.4,no,first_time_use,Lindau_Bodensee_Kreis,False,3.0,2.0,False,A_PLUS
780.15,True,1.0,False,True,74.0,negotiable,first_time_use,Rhein_Sieg_Kreis,True,2.5,4.0,False,A_PLUS
910.0,True,1.0,True,True,78.0,negotiable,first_time_use,Hamburg,True,3.0,4.0,False,C
795.0,True,1.0,True,True,52.8,no,first_time_use,Frankfurt_am_Main,True,2.0,1.0,True,A
508.0,True,1.0,False,True,60.0,no,mint_condition,Ammerland_Kreis,True,2.0,1.0,False,B
1397.0,True,1.0,False,True,114.53,negotiable,first_time_use,Bochum,True,3.0,2.0,False,A_PLUS
1300.0,True,2.0,True,True,108.0,negotiable,mint_condition,Ingolstadt,True,2.0,2.0,False,A_PLUS
930.0,True,1.0,False,True,93.0,yes,first_time_use,Saarpfalz_Kreis,True,3.0,1.0,True,A_PLUS
1160.0,True,1.0,False,True,93.0,no,first_time_use,Wetteraukreis,True,3.0,0.0,True,B
300.0,True,1.0,True,True,28.77,no,first_time_use,Rottal_Inn_Kreis,True,1.0,2.0,False,A
800.0,True,1.0,False,False,80.0,no,mint_condition,Hannover_Kreis,True,3.0,1.0,False,A_PLUS
1428.0,True,2.0,False,False,114.0,negotiable,first_time_use,Wolfsburg,False,3.0,3.0,False,B
987.49,True,1.0,True,False,89.97,negotiable,first_time_use,Leipzig,True,3.0,3.0,False,B
630.0,True,1.0,True,False,61.92,negotiable,first_time_use,Leipzig,True,2.0,3.0,False,B
1860.0,True,1.0,False,True,150.3,no,first_time_use,Bonn,True,4.0,3.0,False,A_PLUS
789.0,True,1.0,True,True,69.6,negotiable,first_time_use,Celle_Kreis,True,2.0,0.0,False,A
1045.0,True,1.0,False,True,80.75,negotiable,first_time_use,D?sseldorf,True,3.0,1.0,False,B
979.89,True,1.0,True,False,88.92,negotiable,first_time_use,Leipzig,True,3.0,4.0,False,B
876.62,True,1.0,True,True,74.29,yes,first_time_use,Leipzig,True,2.0,5.0,False,B
2025.0,True,1.0,True,False,135.0,yes,first_time_use,Offenbach_Kreis,True,3.0,3.0,True,A
849.98,True,1.0,True,False,56.29,yes,first_time_use,Dresden,True,2.0,6.0,False,C
1043.64,True,1.0,True,True,86.97,yes,first_time_use,Dresden,True,3.5,0.0,False,B
890.59,True,1.0,False,True,92.77,no,first_time_use,Erlangen_H?chstadt_Kreis,True,4.0,1.0,True,B
673.73,True,1.0,True,True,51.04,yes,first_time_use,Dresden,True,2.0,1.0,False,B
1360.0,True,1.0,False,False,160.0,no,first_time_use,Potsdam_Mittelmark_Kreis,False,5.0,1.0,True,A_PLUS
370.0,True,1.0,False,True,52.0,negotiable,mint_condition,Warendorf_Kreis,True,2.0,0.0,True,B
890.0,True,1.0,False,True,97.3,negotiable,first_time_use,Main_Kinzig_Kreis,True,3.0,4.0,False,B
1900.0,True,1.0,True,True,114.89,negotiable,first_time_use,Frankfurt_am_Main,True,4.0,3.0,False,A_PLUS
960.0,True,1.0,False,True,123.05,no,first_time_use,Calw_Kreis,True,3.0,0.0,False,A_PLUS
860.0,True,1.0,True,True,64.0,negotiable,mint_condition,Bochum,True,3.0,0.0,False,A_PLUS
780.0,True,1.0,False,True,75.0,no,first_time_use,M?nster,False,2.0,1.0,False,A
885.0,True,1.0,True,False,57.74,negotiable,first_time_use,Frankfurt_am_Main,True,2.0,2.0,False,B
1000.0,True,2.0,False,False,112.0,yes,first_time_use,Nordsachsen_Kreis,False,5.0,1.0,False,A_PLUS
869.0,True,2.0,True,True,79.0,no,first_time_use,Heilbronn_Kreis,True,3.0,2.0,False,B
979.0,True,2.0,False,True,108.74,negotiable,first_time_use,Leipzig_Kreis,True,4.0,1.0,False,A
781.0,True,1.0,True,True,70.0,negotiable,first_time_use,Stadtverband_Saarbr?cken_Kreis,True,3.0,0.0,False,B
740.52,True,1.0,True,True,56.1,yes,first_time_use,Dresden,True,2.0,1.0,False,B
1295.0,True,2.0,False,False,130.0,no,first_time_use,Recklinghausen_Kreis,True,4.0,1.0,True,A_PLUS
1423.1,True,1.0,True,True,59.3,negotiable,first_time_use,M?nchen,True,2.0,4.0,False,B
618.57,True,1.0,True,True,42.66,yes,first_time_use,Leipzig,True,2.0,4.0,True,B
700.0,True,1.0,False,False,93.0,negotiable,first_time_use,Salzlandkreis,True,2.0,1.0,True,A
1228.0,True,2.0,False,True,122.81,negotiable,first_time_use,Leipzig_Kreis,True,4.0,1.0,False,A
950.0,True,1.0,False,True,85.6,no,first_time_use,Main_Kinzig_Kreis,True,3.0,3.0,False,A_PLUS
1866.0,True,2.0,True,True,128.72,yes,first_time_use,Bonn,True,3.0,0.0,False,A
1320.0,True,2.0,False,True,123.0,negotiable,first_time_use,Ludwigsburg_Kreis,True,4.0,2.0,False,B
1565.0,True,1.0,False,True,130.77,no,first_time_use,Augsburg_Kreis,True,4.0,3.0,False,B
390.0,True,1.0,False,False,38.0,no,first_time_use,Steinfurt_Kreis,True,2.0,3.0,False,A_PLUS
1400.0,True,1.0,True,True,89.9,no,first_time_use,Berlin,True,3.0,2.0,False,B
1660.0,True,2.0,False,True,125.13,no,first_time_use,Konstanz_Kreis,True,4.0,2.0,False,A
1650.0,True,2.0,False,True,127.0,negotiable,first_time_use,Magdeburg,True,3.0,1.0,True,A
855.0,True,1.0,False,False,92.4,no,first_time_use,Kleve_Kreis,True,3.0,1.0,False,A_PLUS
823.0,True,1.0,False,False,83.04,no,first_time_use,Ostvorpommern_Kreis,False,4.0,2.0,False,A
884.0,True,1.0,False,True,80.3,negotiable,first_time_use,Ortenaukreis,True,3.0,0.0,False,B
900.0,True,1.0,True,False,58.85,negotiable,first_time_use,Frankfurt_am_Main,True,2.0,2.0,False,B
890.0,True,2.0,False,True,92.92,negotiable,first_time_use,Main_Kinzig_Kreis,True,3.0,3.0,False,B
701.39,True,1.0,False,False,73.83,no,first_time_use,Recklinghausen_Kreis,True,2.5,0.0,True,B
959.63,True,1.0,True,True,82.1,yes,first_time_use,Leipzig,True,3.0,1.0,False,C
1406.99,True,1.0,False,True,108.23,negotiable,first_time_use,Heidelberg,True,4.0,2.0,False,A
2444.0,True,1.0,False,True,188.01,negotiable,first_time_use,Bochum,True,4.0,3.0,False,A_PLUS
1350.0,False,1.0,False,True,104.72,negotiable,first_time_use,Berlin,True,4.0,2.0,False,B
900.0,True,1.0,False,False,80.0,no,first_time_use,Rosenheim_Kreis,False,2.0,1.0,False,A
1350.0,True,2.0,False,False,128.0,negotiable,mint_condition,Bad_Doberan_Kreis,True,4.0,1.0,True,A
1230.0,True,1.0,False,True,97.42,negotiable,first_time_use,G?ppingen_Kreis,True,4.0,2.0,True,A_PLUS
1100.0,True,1.0,True,False,102.92,negotiable,first_time_use,Leipzig,True,4.0,1.0,False,B
1100.0,True,1.0,False,True,83.25,negotiable,first_time_use,G?ppingen_Kreis,True,3.0,1.0,True,A_PLUS
1565.25,True,1.0,True,True,83.48,negotiable,first_time_use,Berlin,True,3.0,4.0,False,B
1890.0,True,1.0,False,True,101.0,no,first_time_use,M?nchen,False,3.0,1.0,False,A_PLUS
511.78,True,1.0,True,False,40.01,negotiable,first_time_use,Dresden,True,1.0,1.0,False,A_PLUS
680.0,True,1.0,False,True,56.61,negotiable,first_time_use,Wolfsburg,False,2.0,1.0,False,A_PLUS
790.0,True,1.0,True,False,52.85,negotiable,first_time_use,Frankfurt_am_Main,True,1.5,2.0,False,B
810.0,True,1.0,False,True,72.0,negotiable,first_time_use,Mettmann_Kreis,False,2.0,2.0,False,B
845.0,True,1.0,True,False,98.0,no,first_time_use,Aurich_Kreis,True,3.0,0.0,False,A_PLUS
890.0,True,1.0,True,False,82.0,no,first_time_use,Emsland_Kreis,False,2.0,1.0,True,A_PLUS
890.0,True,2.0,True,True,85.3,negotiable,first_time_use,Main_Kinzig_Kreis,True,3.0,3.0,False,A
860.0,True,2.0,False,True,128.0,no,mint_condition,Westerwaldkreis,False,4.0,1.0,False,A_PLUS
974.0,True,1.0,False,True,77.88,negotiable,first_time_use,Wolfsburg,False,2.0,1.0,False,A_PLUS
1050.0,True,1.0,False,False,103.05,no,first_time_use,Dresden,True,4.0,2.0,False,B
1701.31,True,1.0,True,True,130.87,yes,first_time_use,Dresden,True,5.0,5.0,False,B
1350.0,True,1.0,True,True,104.58,no,mint_condition,B?blingen_Kreis,False,4.0,2.0,False,B
860.0,True,1.0,False,True,77.0,no,first_time_use,Rastatt_Kreis,False,3.0,1.0,True,A_PLUS
1450.0,True,1.0,False,True,126.0,negotiable,first_time_use,G?ttingen_Kreis,True,3.0,1.0,True,A_PLUS
1150.0,True,1.0,True,True,120.76,negotiable,first_time_use,Segeberg_Kreis,True,4.0,4.0,False,A
1296.0,True,1.0,True,True,133.53,yes,first_time_use,M?nchengladbach,True,4.0,2.0,True,A_PLUS
882.0,True,1.0,False,False,85.0,negotiable,first_time_use,Ortenaukreis,True,3.0,1.0,False,A
353.95,True,1.0,False,False,67.42,no,mint_condition,Borken_Kreis,False,3.0,1.0,False,A
1852.79,True,1.0,True,False,91.95,negotiable,first_time_use,Berlin,True,4.0,2.0,False,C
645.0,True,1.0,False,False,85.76,negotiable,first_time_use,Heinsberg_Kreis,True,2.5,0.0,False,A_PLUS
2220.0,True,2.0,True,True,123.0,no,first_time_use,M?nchen,True,4.0,0.0,True,A
1700.0,True,1.0,False,True,100.0,negotiable,first_time_use,Berlin,True,3.0,3.0,True,B
828.0,True,1.0,False,True,92.0,negotiable,first_time_use,Chemnitz,True,3.0,1.0,True,A
1098.96,True,1.0,True,False,96.44,negotiable,first_time_use,Leipzig,True,4.0,2.0,False,B
800.0,True,1.0,False,True,90.0,no,mint_condition,Borken_Kreis,False,3.0,1.0,False,A_PLUS
920.0,True,1.0,False,True,87.0,negotiable,first_time_use,Rhein_Neckar_Kreis,True,3.0,4.0,False,B
950.0,True,1.0,False,True,75.0,no,first_time_use,L?rrach_Kreis,True,2.0,2.0,False,B
1890.0,True,1.0,True,True,80.0,negotiable,first_time_use,M?nchen,True,2.0,2.0,True,A_PLUS
1620.0,True,1.0,True,True,95.79,negotiable,mint_condition,M?nchen,True,3.0,0.0,True,B
1100.0,True,1.0,True,True,116.3,no,first_time_use,G?ppingen_Kreis,True,4.5,2.0,False,B
858.59,True,1.0,False,True,78.77,no,first_time_use,Dresden,True,2.0,7.0,False,B
1680.0,True,1.0,False,True,150.0,negotiable,first_time_use,Darmstadt_Dieburg_Kreis,True,5.0,1.0,False,A_PLUS
390.0,False,1.0,True,False,18.0,negotiable,first_time_use,Bonn,True,1.0,2.0,False,B
990.0,True,1.0,False,True,56.7,no,mint_condition,M?nchen,True,2.0,4.0,False,B
2050.0,True,2.0,False,True,164.0,negotiable,first_time_use,Oberhavel_Kreis,True,4.0,3.0,False,A
1848.0,True,1.0,False,True,84.0,no,first_time_use,M?nchen,True,3.0,1.0,False,A
1355.2,True,1.0,True,True,79.7,no,first_time_use,Hamburg,True,3.0,1.0,False,B
520.0,True,1.0,True,True,55.5,no,first_time_use,Germersheim_Kreis,True,2.0,2.0,False,A
1360.0,True,1.0,False,True,102.0,no,first_time_use,D?sseldorf,True,3.0,2.0,False,B
480.0,True,1.0,False,True,60.0,no,first_time_use,Borken_Kreis,True,2.0,2.0,False,A_PLUS
1400.0,True,2.0,False,True,145.0,no,first_time_use,Forchheim_Kreis,False,3.5,3.0,False,A_PLUS
660.0,False,1.0,True,False,42.0,no,first_time_use,Braunschweig,True,2.0,2.0,False,A
1567.36,True,1.0,False,True,127.3,negotiable,first_time_use,Leverkusen,True,3.0,2.0,False,A_PLUS
599.0,True,38.0,True,False,20.0,no,first_time_use,M?nchen,True,1.0,3.0,False,A_PLUS
1420.8,False,1.0,True,True,76.8,no,first_time_use,M?nchen,False,3.0,2.0,True,A_PLUS
1110.0,True,1.0,True,True,66.0,no,mint_condition,Ludwigsburg_Kreis,True,2.0,2.0,True,A_PLUS
2700.0,True,1.0,True,True,109.57,yes,first_time_use,M?nchen,True,4.0,7.0,True,B
1200.0,True,1.0,False,True,91.0,no,first_time_use,Frankfurt_am_Main,True,3.0,2.0,False,B
935.0,True,1.0,False,True,89.0,no,first_time_use,Esslingen_Kreis,True,3.0,2.0,False,A_PLUS
642.0,True,1.0,True,False,32.89,no,first_time_use,Augsburg,False,1.0,5.0,False,B
1040.0,True,2.0,False,True,111.0,negotiable,first_time_use,Bayreuth_Kreis,True,3.5,1.0,False,A_PLUS
1080.5,True,1.0,True,True,108.5,negotiable,first_time_use,Wuppertal,True,4.0,1.0,False,A
1187.55,True,1.0,True,False,105.13,negotiable,first_time_use,Leipzig,True,4.0,2.0,True,A
783.68,True,1.0,True,True,59.37,yes,first_time_use,Dresden,True,3.0,5.0,False,B
962.0,True,1.0,False,False,96.2,negotiable,first_time_use,Cottbus,True,3.0,1.0,False,A
1290.0,True,1.0,False,True,115.0,negotiable,first_time_use,Bad_D?rkheim_Kreis,False,3.0,3.0,False,B
1750.0,True,1.0,True,True,88.03,no,first_time_use,Frankfurt_am_Main,True,3.0,4.0,False,B
807.2,True,1.0,False,True,80.72,no,first_time_use,Borken_Kreis,False,3.0,1.0,False,A
727.0,True,1.0,False,True,64.3,negotiable,first_time_use,Ortenaukreis,True,2.0,0.0,True,B
1139.0,True,1.0,False,True,94.95,negotiable,first_time_use,Koblenz,True,3.5,3.0,True,B
740.0,True,1.0,True,True,61.68,no,mint_condition,Neuburg_Schrobenhausen_Kreis,False,2.0,1.0,False,A
1226.59,True,1.0,True,False,126.22,negotiable,first_time_use,Leipzig,True,4.0,1.0,False,D
1378.0,True,1.0,False,True,119.8,negotiable,first_time_use,Krefeld,True,2.0,4.0,False,C
